번호,총량지점명,일자,수온(℃),수소이온농도(pH),전기전도도(?S/㎝),용존산소(㎎/L),BOD(㎎/L),COD(㎎/L),부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s)
1066,금본I,2019.05.14,18.9,8.9,335,14.5,3.8,9.3,7.7,2.325,0.096,5.5,65.527
1067,금본J,2019.05.14,19.3,9,320,14.3,2.7,7.8,9.4,2.007,0.107,4.3,61.976
1068,금본J1,2019.05.14,20.5,7.8,264,9.4,3.8,7.7,18.3,1.41,0.1,3.9,0.047
1069,금본K,2019.05.14,20.8,8,366,9.2,4.2,8.7,21.2,2.41,0.132,5.1,72.312
1070,금본K1,2019.05.14,23.8,7.4,481,7.9,5.4,17.9,31.3,3.132,0.18,15.2,0.117
1071,금본L,2019.05.14,20.9,8.2,449,9.5,2.3,7.7,12.3,2.584,0.083,4.9,78.236
1072,논산A,2019.05.14,21.4,7.9,364,8.7,5.4,10.9,21,2.501,0.154,6.6,5.728
1073,대교천2,2019.05.14,22,8,337,11.8,1.7,5.5,9,1.288,0.092,2.9,0.201
1074,석성천2,2019.05.14,20.6,7.3,460,7.5,8,14.2,39.3,3.125,0.231,8.9,2.061
1075,금본A,2019.05.15,21.7,8.5,206,10.4,1.7,5.7,10.9,2.851,0.06,2.9,2.907
1076,금본B,2019.05.15,16.4,7.8,115,11.2,0.8,4.2,1.8,1.733,0.065,2.5,7.195
1077,금본B1,2019.05.15,18,7.7,216,10.5,1.5,5.2,14.5,2.5,0.081,2.7,0.714
1078,금본B2,2019.05.15,19.8,7.8,106,9.3,1,3.8,6.3,2.271,0.041,1.7,0.519
1079,금본C,2019.05.15,21.1,7.8,127,9.4,2.2,4.7,5.7,1.338,0.042,2.7,4.032
1080,금본C1,2019.05.15,22.1,8.5,150,11.4,1.7,4.5,4.5,1.537,0.06,2.2,2.371
1081,금본D,2019.05.15,22.3,7.9,140,8.6,2.1,5.4,5.3,1.487,0.088,3.2,9.621
1082,금본E,2019.05.15,22.2,8.1,163,8.6,1.1,4.5,5.8,1.287,0.03,2.5,9.355
1083,금본F1,2019.05.15,22.6,7.7,125,12,0.4,2.6,1.7,2.316,0.041,1.3,0.095
1084,금본F2,2019.05.15,27.1,8.9,333,13.5,2.3,6.1,9.8,1.663,0.095,3.1,0.065
1085,보청A,2019.05.15,20.7,7.3,260,9.4,1.6,5.6,12.8,2.15,0.061,3.2,3.77
1086,초강A,2019.05.15,24,8.1,176,9.5,1.9,4.8,4,1.58,0.082,3,0.891
1087,초강A1,2019.05.15,17.4,7.8,158,10.1,0.7,3.5,3.1,1.597,0.041,2,0.121
1088,길산천2,2019.05.16,21.4,8.1,447,8.9,5.9,9.8,11,2.254,0.118,5.4,
1089,논산A1,2019.05.16,23.8,7.6,136,9.1,0.7,2.8,2.7,1.366,0.025,1.2,0.155
1090,논산A2,2019.05.16,18.5,7.5,203,10.1,1.1,2.9,9.6,1.735,0.06,1.6,0.066
1091,논산A3,2019.05.16,19.1,7.8,176,8.9,3.2,9.7,15.4,1.544,0.09,5.3,1.289
1092,산북천,2019.05.16,22.3,8.4,444,10.1,7.4,14.9,16,2.44,0.18,8.5,
1093,금본A,2019.05.20,18.1,7.8,182,9.7,1.8,7.4,16.8,3.498,0.157,3.2,5.973
1094,금본B,2019.05.20,15.4,7.5,81,10.9,0.7,4.9,1.7,1.445,0.054,2.3,7.278
1095,금본B1,2019.05.20,15.8,7.6,124,10,1.5,5.1,19,2.264,0.124,2.9,1.921
1096,금본B2,2019.05.20,17.7,7.9,109,9.9,0.7,2.6,8.4,3.005,0.07,1.6,0.904
1097,금본C,2019.05.20,20.2,7.8,131,8.7,1.3,5.3,4.7,1.472,0.074,2.6,5.871
1098,금본C1,2019.05.20,19.2,7.7,141,9.9,1.5,4.1,4.4,1.839,0.05,2.2,5.713
1099,금본D,2019.05.20,21.1,7.5,148,7.9,1,5.5,5.7,1.417,0.056,2.4,13.831
1100,금본E,2019.05.20,21,8,173,8.4,1,5.3,5.5,1.32,0.069,2.6,18.234
1101,금본F1,2019.05.20,20,7.8,122,10.2,0.4,3,1.2,2.455,0.058,1.3,0.098
1102,금본F2,2019.05.20,20.2,8.4,321,14.3,2.5,5.7,4.2,1.679,0.113,2.8,0.139
1103,보청A,2019.05.20,18.3,7.2,254,8.8,1.5,6.3,13.4,2.306,0.09,3.3,7.851
1104,초강A,2019.05.20,20.1,7.6,193,8.8,1.3,6.2,4.1,1.479,0.052,3.2,3.218
1105,초강A1,2019.05.20,17.3,7.6,164,8.6,0.8,4.5,3.1,2.364,0.052,2.3,0.251
1106,갑천A,2019.05.21,23.3,7.6,504,8,7.4,11.1,9.3,4.867,0.286,7.3,9.725
1107,금본F,2019.05.21,7,7.4,152,10.6,0.6,4.2,0.7,1.626,0.022,2.5,40.885
1108,금본G,2019.05.21,13.2,7.5,243,10.9,3.4,6.8,5.8,3.052,0.14,4.4,52.588
1109,금본G-1,2019.05.21,13.4,7.3,199,17.6,1.6,5.6,4,2.1,0.067,3.4,51.458
1110,금본G1,2019.05.21,19.9,8.2,241,11,1.5,5.8,4.7,1.175,0.07,3.4,0.121
1111,금본G2,2019.05.21,13.7,8.2,331,9.5,3.4,8.4,37.2,3.458,0.19,5.9,0.599
1112,무심A,2019.05.21,15.3,7.8,200,11.8,2.9,7.1,4,2.194,0.144,4.8,5.822
1113,무심A1,2019.05.21,18.5,7.5,293,9.7,7,13.4,20.7,3.291,0.223,8.8,0.463
1114,미호A,2019.05.21,19.4,7.7,423,9.1,2.4,9,10.8,3.141,0.116,6.3,1.454
1115,미호A1,2019.05.21,17.9,7.4,440,9.1,9.1,13.2,29.3,4.269,0.239,9.2,0.758
1116,미호A2,2019.05.21,17.1,7.6,260,10.3,4.3,7.6,20,2.169,0.173,5.3,1.898
1117,미호B,2019.05.21,22.6,7.7,547,9.6,5.3,11.9,23.5,4.667,0.196,8,18.761
1118,미호B1,2019.05.21,18,7.5,313,8.8,4.7,9.3,16,2.85,0.173,6.8,1.034
1119,미호B2,2019.05.21,19.2,7.6,381,10.6,7.4,12.2,19.7,4.104,0.217,7.6,0.069
1120,미호B3,2019.05.21,22.4,8.3,414,13.8,8.2,12.9,11.8,3.903,0.245,8.4,0.024
1121,미호B4,2019.05.21,21.7,7.4,1168,8.8,5.6,9.4,34.3,7.016,0.343,7.7,2.601
1122,미호C,2019.05.21,19.8,7.5,536,8.8,4.7,11.6,20,4.608,0.223,7.6,20.877
1123,미호C1,2019.05.21,20.7,7.5,534,9.9,2.8,7.6,4.5,5.357,0.099,4.6,0.407
1124,병천A,2019.05.21,20.3,8,525,11.6,6.3,14,27.3,3.402,0.229,10.6,0.602
1125,유등A,2019.05.21,18.7,8,285,10.8,0.7,3.7,4.2,1.3,0.04,1.7,0.773
1126,금본H,2019.05.22,17,7.9,332,10.7,3.1,7.5,10.3,2.762,0.105,4.7,66.803
1127,금본H-1,2019.05.22,16.9,7.2,333,9,2.3,7.1,6.8,2.942,0.07,4.7,67.194
1128,금본H1,2019.05.22,20.2,7.6,226,8.1,2,5,53.8,2.161,0.074,3.4,0.134
1129,금본I,2019.05.22,18.1,8.1,327,11.2,4.3,8.7,10.2,2.687,0.084,5.7,68.352
1130,금본J,2019.05.22,20,8.6,341,12,6,8.7,13.5,2.484,0.092,5.7,64.572
1131,금본J1,2019.05.22,22.5,7.7,318,9.4,8.2,12.3,34.7,5.787,0.187,7.8,0.535
1132,금본K,2019.05.22,21.3,7.9,340,9.7,5.1,8.9,15.7,2.666,0.126,6.2,78.83
1133,금본K1,2019.05.22,18.7,7.4,448,6.5,15.6,16.1,48.8,7.342,0.273,12.1,0.125
1134,금본L,2019.05.22,21.5,8.2,469,9.6,2.4,7.8,9.7,2.629,0.074,5.5,88.04
1135,논산A,2019.05.22,21.3,7.2,328,7.1,5.6,10.9,33.2,3.097,0.167,7.6,7.044
1136,대교천2,2019.05.22,20.3,7.7,357,9.8,2.2,6.9,7.9,2.772,0.136,4.5,0.391
1137,석성천2,2019.05.22,19.7,7.3,434,6.5,7.3,12.9,42.4,5.371,0.189,8.6,3.13
1138,길산천2,2019.05.23,21,7.7,482,8.1,5.5,12.1,34.7,3.787,0.219,7.9,
1139,논산A1,2019.05.23,22.9,7.8,142,9.4,1.4,2.9,2.6,1.081,0.044,1.4,0.142
1140,논산A2,2019.05.23,17.3,7.6,213,9.8,1.3,3.5,6.8,2.034,0.058,1.6,0.089
1141,논산A3,2019.05.23,18.3,7.5,181,8.7,2.3,8.9,11.6,2.355,0.149,5.2,0.28
1142,산북천,2019.05.23,22.9,8.1,431,10.2,9.9,15.8,22.4,4.934,0.273,9,
1143,갑천A,2019.05.27,22.9,7.5,670,7.6,5.7,11.1,10,7.084,0.253,7.9,14.598
1144,금본F,2019.05.27,7.1,7.6,153,9.7,0.5,4,1,1.859,0.02,2.4,42.848
1145,금본G,2019.05.27,12.8,7.8,229,10.1,1.4,5.4,5,2.814,0.087,3.6,63.306
1146,금본G-1,2019.05.27,12.8,7.1,226,9.8,2.6,5.7,8.9,2.771,0.104,3.6,60.648
1147,금본G1,2019.05.27,20,7.8,245,9.2,2.6,6.3,6,1.272,0.134,3.9,0.181
1148,금본G2,2019.05.27,19.6,7.7,297,8.8,14.2,18.3,230,4.063,0.437,14,1.384
1149,무심A,2019.05.27,17.4,7.6,216,8.8,7.3,9.6,23.7,1.767,0.207,7.9,6.051
1150,무심A1,2019.05.27,21.4,7.5,294,7.8,6.2,11.7,15.3,2.395,0.19,8.2,0.6
1151,미호A,2019.05.27,22.4,7.9,389,9.2,1.7,7,9.5,1.742,0.108,5.1,5.464
1152,미호A1,2019.05.27,21.3,7.9,445,8.6,8.1,14.1,28.3,3.925,0.262,8.8,0.974
1153,미호A2,2019.05.27,17.5,7.4,239,8.9,6.2,9.9,39.6,2.882,0.28,6.4,2.986
1154,미호B,2019.05.27,21.6,7.5,575,8,5.2,11.5,29.3,5.048,0.237,8.1,21.14
1155,미호B1,2019.05.27,21.3,7.4,316,7,4.4,10,11,1.969,0.153,6.3,1.204
1156,미호B2,2019.05.27,16.9,7.3,339,6.7,1.1,3.2,1.7,1.683,0.257,1.6,0.041
1157,미호B3,2019.05.27,20.6,7.5,377,8.8,5.7,10.2,9,3.628,0.245,6.5,0.032
1158,미호B4,2019.05.27,21.5,7.3,586,7,15.5,15.9,111.3,8.514,0.413,13.9,7.327
1159,미호C,2019.05.27,22.9,7.7,580,7.4,4.1,10.7,19,3.946,0.156,7.9,20.591
1160,미호C1,2019.05.27,20.8,7.3,407,5.5,11.9,12.4,20.8,6.774,0.315,10.6,0.874
1161,병천A,2019.05.27,22.7,7.7,736,8.4,3.9,11,14.5,4.202,0.234,7.3,0.794
1162,유등A,2019.05.27,20.7,8,306,8.1,0.7,3.3,4.2,1.073,0.046,1.8,0.442
1163,금본H,2019.05.28,15.9,7.6,371,8.6,4.6,8.2,17.3,3.461,0.156,5.7,78.307
1164,금본H-1,2019.05.28,15.9,7.7,341,8.9,2.5,7.6,12.1,2.834,0.106,4.8,79.608
1165,금본H1,2019.05.28,18,7.7,236,9,2.8,7.2,16.5,2.547,0.117,4.3,0.468
1166,금본I,2019.05.28,19.9,7.7,341,9.1,2,7.4,10.2,2.554,0.055,4.7,83.101
1167,금본J,2019.05.28,21,8,326,9.3,3.5,9.6,11.6,2.532,0.094,4.6,90.148
1168,금본J1,2019.05.28,20.1,8,252,8.7,5.3,10.2,64.3,3.254,0.078,6.4,4.115
1169,금본K,2019.05.28,21.2,7.9,372,8.4,2.8,9,15,3.294,0.1,5.9,113.888
1170,금본K1,2019.05.28,19.8,7.4,328,7.7,8.3,13.5,48.8,4.261,0.205,9,0.295
1171,금본L,2019.05.28,21.9,8.6,424,9.1,2.1,8.5,9.1,2.094,0.101,5.6,133.202
1172,논산A,2019.05.28,21.3,7.1,305,5.2,4.1,12.4,20.3,4.428,0.152,7.9,8.354
1173,대교천2,2019.05.28,18.8,7.6,339,8.8,2.8,9,6.8,2.919,0.145,6.3,1.301
1174,석성천2,2019.05.28,19.2,7.3,389,7,5.9,14.3,40.7,4.587,0.23,9.6,6.166
1175,길산천2,2019.05.29,21.2,7.6,454,7.3,4,14.4,26,4.095,0.162,9.4,
1176,논산A1,2019.05.29,22.1,7.6,154,9.9,0.6,2.6,2.9,1.369,0.041,1.3,0.399
1177,논산A2,2019.05.29,16.8,7.4,219,10.4,1.1,4.3,10.2,1.924,0.062,2.2,0.117
1178,논산A3,2019.05.29,17.4,7.4,197,8.6,3.3,9.8,12,2.675,0.104,5.6,0.604
1179,산북천,2019.05.29,21.8,7.8,423,7.7,4.2,13.7,22.8,4.636,0.181,9.1,
1180,금본A,2019.05.30,19.5,8,192,9.9,1.4,5.7,26.5,3.48,0.096,3.3,3.7
1181,금본B,2019.05.30,17.6,7.7,115,10.1,1.2,4.3,2.1,1.595,0.037,2.5,7.147
1182,금본B1,2019.05.30,15.8,7.7,150,11.1,1.2,3.8,8.7,2.375,0.052,1.9,1.059
1183,금본B2,2019.05.30,17.6,7.8,111,10.4,0.8,3.3,8.7,2.885,0.042,1.7,0.849
1184,금본C,2019.05.30,20.5,7.9,126,9.6,1.6,4.6,8.4,1.449,0.082,2.8,3.704
1185,금본C1,2019.05.30,20.3,8.4,124,11.2,1.6,4.1,4.2,1.663,0.038,2.1,3.567
1186,금본D,2019.05.30,21,7.9,142,9.1,1.4,4.6,4.9,1.095,0.068,2.8,11.191
1187,금본E,2019.05.30,21.2,8.1,167,9.5,1.1,4.1,3.2,1.067,0.047,2.3,13.121
1188,금본F1,2019.05.30,22.4,7.6,130,9.9,0.5,2.2,0.9,2.02,0.023,1.3,0.044
1189,금본F2,2019.05.30,25.1,8.5,346,13.1,6.1,6.6,7.4,1.301,0.06,3.9,0.101
1190,보청A,2019.05.30,20.4,7.3,249,9.7,1,4.8,9.1,2.013,0.045,2.7,2.768
1191,초강A,2019.05.30,22.7,7.6,211,9.3,1,4.5,4.9,1.271,0.034,3,1.234
1192,초강A1,2019.05.30,17.4,7.7,171,10.1,0.8,3.2,2.9,1.614,0.03,2,0.035
1193,갑천A,2019.06.03,25.9,8,570,8.5,4,10.3,7.7,7.21,0.25,6.2,9.534
1194,금본F,2019.06.03,7.4,7.3,153,9.9,0.4,4,0.8,2.077,0.023,2.4,33.927
1195,금본G,2019.06.03,14.4,7.4,248,10.7,1.4,5.8,5.2,3.073,0.09,3.4,45.373
1196,금본G-1,2019.06.03,15.3,7.3,230,12.8,1.5,5.5,2.6,2.922,0.089,3.5,42.478
1197,금본G1,2019.06.03,22.2,8.1,254,10.6,1.1,4.1,4.2,1.264,0.086,2.8,0.165
1198,금본G2,2019.06.03,28.3,8.9,311,10.9,2.6,6.7,36.4,2.537,0.096,4.5,0.62
1199,무심A,2019.06.03,18.1,7.9,182,11,3.2,6.3,11.3,2.532,0.126,4.3,5.257
1200,무심A1,2019.06.03,21.6,7.7,283,8.3,3.3,7.9,10,1.875,0.089,5.9,0.268
1201,미호A,2019.06.03,22,8.7,450,14.1,5,8.8,17,1.721,0.098,5.4,0.405
1202,미호A1,2019.06.03,22.3,7.5,428,8.5,4.8,8.3,13.4,3.525,0.158,6.2,0.236
1203,미호A2,2019.06.03,23.9,7.8,321,11.2,2.5,6.7,9.4,2.439,0.142,5.2,0.502
1204,미호B,2019.06.03,25.7,8.8,549,14.2,6.5,12.1,24.7,4.91,0.184,8.1,17.769
1205,미호B1,2019.06.03,22.4,7.4,318,9.7,2,5.4,5.2,1.541,0.079,3.8,0.481
1206,미호B2,2019.06.03,20,7.1,357,9.2,0.6,1.9,1.6,2.425,0.166,1.6,0.036
1207,미호B3,2019.06.03,26.4,7.8,382,13.2,2.7,7.8,3.5,1.749,0.169,5.7,0.017
1208,미호B4,2019.06.03,24.3,7.5,1190,8.4,5.5,7.3,10.5,10.346,0.093,5.4,2.179
1209,미호C,2019.06.03,24,8.3,587,13.2,5.7,12.9,29.3,4.414,0.123,8.7,14.223
1210,미호C1,2019.06.03,22.6,7.4,571,8.9,2.1,5.5,5.3,6.346,0.084,3.9,0.429
1211,병천A,2019.06.03,25.4,9.2,659,17.3,5.6,11.4,21,3.681,0.189,8.1,0.415
1212,유등A,2019.06.03,21.3,8.1,318,11.8,0.6,4,3.6,1.079,0.04,1.6,0.53
1213,금본H,2019.06.04,18.8,7.9,335,10,2.6,7.8,13.5,3.277,0.119,4.1,55.096
1214,금본H-1,2019.06.04,20.6,8.1,357,11.7,3.7,8.6,18,3.1,0.129,5.3,55.492
1215,금본H1,2019.06.04,23,7.3,246,6.5,0.6,3.9,4.1,1.976,0.061,2,0.08
1216,금본I,2019.06.04,20.5,8.9,347,15.7,4.4,9.2,11.5,2.978,0.054,6.5,56.632
1217,금본J,2019.06.04,21.2,8.6,326,12.4,5.1,8.5,10.5,3.862,0.049,5.3,52.987
1218,금본J1,2019.06.04,23,7.5,304,8.3,3.7,11.5,22,2.855,0.065,7.7,0.174
1219,금본K,2019.06.04,23.3,7.6,355,7.8,5.1,9.2,46.3,3.935,0.085,6.6,65.437
1220,금본K1,2019.06.04,28.5,7.4,502,8.3,8.1,23,25.7,7.463,0.221,16.1,0.083
1221,금본L,2019.06.04,22.3,9.2,399,11.5,2.4,8.8,10.2,2.847,0.121,6.6,73.252
1222,논산A,2019.06.04,23.8,7.9,357,8.4,6,12.3,14.7,4.047,0.129,8.2,6.376
1223,대교천2,2019.06.04,23.8,7.7,357,9.1,1.4,6.6,11.3,2.432,0.152,3.6,0.396
1224,석성천2,2019.06.04,24.4,7.4,423,6.8,5,13.9,32.7,4.143,0.226,8.5,2.726
1225,길산천2,2019.06.05,24.5,7.9,448,8.2,5.2,15.3,22.7,3.357,0.09,9.5,
1226,논산A1,2019.06.05,20.6,7.7,153,9.9,1,2.7,3.1,1.26,0.036,1.2,0.092
1227,논산A2,2019.06.05,20.1,7.5,225,9.9,1.7,3.3,10,2.137,0.059,1.7,0.055
1228,논산A3,2019.06.05,23.9,7.4,210,8.3,3,11.8,12,2.279,0.11,6.4,0.124
1229,산북천,2019.06.05,24.1,7.9,467,9.1,7.6,17.6,17,6.143,0.079,11.2,
1230,금본A,2019.06.07,20,7.8,198,9.2,2.4,8.2,31.3,3.035,0.098,4.4,9.598
1231,금본B,2019.06.07,16.9,7.8,114,10.2,1,4.9,2.9,1.556,0.033,2.5,8.329
1232,금본B1,2019.06.07,17.4,7.4,153,8.6,3.2,9.4,46.3,3.115,0.049,5.2,2.279
1233,금본B2,2019.06.07,19.7,7.6,103,9.7,0.9,4.7,9.3,2.277,0.045,2.2,1.364
1234,금본C,2019.06.07,22.7,7.9,124,8.2,1.2,5.2,4.8,1.163,0.069,2.7,4.373
1235,금본C1,2019.06.07,21.3,7.6,178,10.4,1.6,5.2,5.9,1.294,0.042,2.8,3.164
1236,금본D,2019.06.07,22.4,7.9,153,7.2,1.3,5.6,7.7,1.051,0.07,3,12.028
1237,금본E,2019.06.07,23.3,8.1,153,7.3,0.8,4.6,4.2,0.892,0.049,2.5,11.802
1238,금본F1,2019.06.07,20.1,7.6,126,9.2,0.6,2.9,1.4,1.776,0.025,1.7,0.104
1239,금본F2,2019.06.07,19.6,7.4,348,10.6,2.9,6.7,16.2,1.759,0.077,4.1,0.301
1240,보청A,2019.06.07,19.9,7.1,286,9.4,2.2,7.5,14,1.94,0.05,6.3,10.438
1241,초강A,2019.06.07,22.9,7.6,203,9.5,1.2,5,8.1,1.011,0.032,3,1.111
1242,초강A1,2019.06.07,17.2,7.5,169,9.1,1.3,4.9,6,1.357,0.045,4.3,0.043
1243,길산천2,2019.06.10,22.5,7.7,413,6.4,6,14,24,3.521,0.098,9.9,
1244,논산A1,2019.06.10,22.8,7.6,155,11.4,0.6,2.8,2.6,1.206,0.027,1.4,0.154
1245,논산A2,2019.06.10,19.4,7.4,155,9.6,4.8,8.7,107,3.614,0.238,7.1,0.91
1246,논산A3,2019.06.10,20.8,7.4,205,8,2.9,9.9,7.8,2.394,0.178,6.3,0.423
1247,산북천,2019.06.10,22.7,7.7,395,7.8,6.2,14.7,17.7,4.605,0.101,9.6,
1248,금본A,2019.06.11,20.7,7.9,184,10.3,2.4,7.3,16,3.6,0.126,4.1,6.412
1249,금본B,2019.06.11,18.4,7.8,115,10.9,0.8,5,2.9,1.6,0.018,2.7,6.966
1250,금본B1,2019.06.11,17.9,7.9,143,10.3,1.1,5.4,10.1,2.205,0.031,2.7,1.047
1251,금본B2,2019.06.11,19.2,7.8,107,9.3,1.1,4.1,9.1,2.565,0.032,1.9,0.872
1252,금본C,2019.06.11,23.3,8.1,131,9.1,1.3,5,5.2,1.479,0.072,2.7,8.037
1253,금본C1,2019.06.11,23.5,8.4,155,12.6,1.3,4.5,4.5,1.406,0.029,2.2,3.534
1254,금본D,2019.06.11,23,7.8,147,9,1.2,4.6,5.5,1.287,0.033,2.3,15.625
1255,금본E,2019.06.11,24.2,8,153,9,0.9,4.4,3.7,1.147,0.052,2.7,16.696
1256,금본F1,2019.06.11,24,7.8,129,8.9,0.6,2.9,0.9,1.678,0.018,1.4,0.043
1257,금본F2,2019.06.11,24.2,8.1,347,11.6,1.5,5.3,5.5,1.635,0.044,3,0.121
1258,보청A,2019.06.11,21.2,7.1,262,9.3,1.4,5.5,11.9,1.946,0.036,3.3,3.011
1259,초강A,2019.06.11,23.9,7.6,193,9.6,1,5.3,3.6,1.819,0.02,3.2,1.365
1260,초강A1,2019.06.11,19.2,8.1,180,10,0.8,4,3.4,1.14,0.022,2.3,0.145
1261,갑천A,2019.06.12,26.2,7.6,482,8.8,3.8,8.6,4.1,5.538,0.152,5.9,10.918
1262,금본F,2019.06.12,7.8,7.4,153,9.1,0.4,4.2,0.9,1.788,0.022,2.5,32.903
1263,금본G,2019.06.12,16.4,7.5,236,9.5,1.7,5.9,6.6,2.751,0.092,4,46.883
1264,금본G-1,2019.06.12,17.1,6.7,242,10.6,2,6,8.3,2.847,0.09,3.8,44.981
1265,금본G1,2019.06.12,23,7.9,226,11,1.2,5.8,7.1,1.46,0.089,3.4,0.169
1266,금본G2,2019.06.12,28.4,7.9,336,8.8,2.8,8.4,114.3,2.653,0.144,6.3,1.019
1267,무심A,2019.06.12,19.3,7.7,202,9.7,4.3,7.5,28.6,1.587,0.141,5.6,5.747
1268,무심A1,2019.06.12,22.1,7.7,289,10.9,5.9,12.3,21.3,1.916,0.126,8.5,0.478
1269,미호A,2019.06.12,22.4,8.4,431,11.2,5,12,23.7,1.766,0.1,7.2,0.356
1270,미호A1,2019.06.12,22.7,7.9,537,8.6,5.9,10.9,29.3,3.476,0.196,7.8,0.37
1271,미호A2,2019.06.12,24.7,7.4,419,9.8,1.4,6.5,6.1,2.589,0.112,4.5,0.162
1272,미호B,2019.06.12,26.2,8.5,580,11.6,7.2,13.5,22.3,4.968,0.176,9.4,18.573
1273,미호B1,2019.06.12,23.2,7.4,316,9.8,3.4,6.8,6.1,1.634,0.084,4.9,0.486
1274,미호B2,2019.06.12,22.2,7.4,332,8.2,2,6,6.6,2.124,0.204,3.2,0.128
1275,미호B3,2019.06.12,23.2,7.6,372,10.5,4.7,11.1,9.8,3.812,0.191,7.3,0.026
1276,미호B4,2019.06.12,25,7.5,1298,8.3,4.1,8.8,13.2,13.99,0.099,6.8,2.4
1277,미호C,2019.06.12,23,7.8,481,11.2,6.4,12.3,37,3.937,0.13,8.9,19.151
1278,미호C1,2019.06.12,22.6,7.4,425,8.6,2.5,6.5,15.6,3.407,0.088,4.7,1.917
1279,병천A,2019.06.12,23.8,7.5,409,7.8,2.6,9.7,32.8,2.861,0.19,6.6,1.823
1280,유등A,2019.06.12,21.4,7.8,317,11.1,0.7,3.5,5.4,1.63,0.03,2,1.141
1281,금본H,2019.06.13,19.7,7.9,346,10.5,3.3,9,20.6,3.041,0.097,5.5,63.946
1282,금본H-1,2019.06.13,21.5,7.6,330,10.9,3.6,8.6,26,2.922,0.101,5.1,64.6
1283,금본H1,2019.06.13,22.5,7.6,200,8.4,1.3,4.4,10.4,2.247,0.074,2.3,0.533
1284,금본I,2019.06.13,23.1,7.9,320,11.4,5.4,10.9,15.8,2.942,0.092,6,67.927
1285,금본J,2019.06.13,23.2,8.2,317,12.3,6.2,9.8,17.8,2.413,0.086,5.9,67.655
1286,금본J1,2019.06.13,23.5,8,259,8.2,3.3,10.7,18.9,1.972,0.062,6.4,0.555
1287,금본K,2019.06.13,23.2,7.8,336,7.9,4.2,8.9,15.7,2.485,0.071,5.8,81.312
1288,금본K1,2019.06.13,28.1,7.4,357,9.6,5,12.4,25.6,2.655,0.12,8.5,0.1
1289,금본L,2019.06.13,22.7,8,375,7.9,2.7,9.1,17,2.561,0.099,6.4,88.803
1290,논산A,2019.06.13,24.4,7.4,327,7.4,6.9,14,21.3,3.481,0.136,8.7,7.793
1291,대교천2,2019.06.13,23.1,7.5,338,9.1,1.5,6.6,12.3,1.983,0.158,3.9,0.654
1292,석성천2,2019.06.13,24.9,7.6,386,7,5,13.7,34.5,2.814,0.188,7.8,2.551
1293,금본A,2019.06.17,23.1,8.3,202,7.9,1.7,5.8,7.6,2.473,0.089,2.4,3.289
1294,금본B,2019.06.17,20.3,7.9,116,9.4,0.5,5.6,3.4,1.328,0.022,2.4,7.161
1295,금본B1,2019.06.17,20.2,7.8,155,10.4,1.1,4.8,7.9,1.799,0.068,2.4,0.59
1296,금본B2,2019.06.17,20.7,7.8,109,10.8,0.7,3.9,7.1,2.19,0.046,2,0.564
1297,금본C,2019.06.17,24.1,8,127,9.9,1.5,5.5,6.5,0.942,0.048,2.6,4.032
1298,금본C1,2019.06.17,24.2,8,154,10.5,1.2,4.5,3.8,1.064,0.035,2.1,1.727
1299,금본D,2019.06.17,24.9,7.9,144,9.3,1.4,5.3,3.5,0.84,0.026,2.3,9.377
1300,금본E,2019.06.17,25.7,8.2,164,9.3,1.2,4.9,3.2,0.924,0.027,2.4,9.943
1301,금본F1,2019.06.17,24.8,7.3,140,8.9,0.3,2.5,1,1.552,0.034,1.3,0.036
1302,금본F2,2019.06.17,24.1,8.3,357,12.2,1.4,5,3.1,1.134,0.079,2.6,0.111
1303,보청A,2019.06.17,23.9,7.5,301,8.7,1.6,6.3,13.3,1.503,0.067,3.3,2.558
1304,초강A,2019.06.17,27.4,8.4,207,10,1.4,5.6,3.7,1.04,0.028,2.9,0.702
1305,초강A1,2019.06.17,23.6,7.9,186,9.7,0.7,4.1,4.6,0.853,0.032,2,0.041
1306,갑천A,2019.06.18,25.5,7.7,519,7.3,4.8,8.9,7.3,4.596,0.254,5.6,7.9
1307,금본F,2019.06.18,7.8,7.2,154,9.2,0.9,4.6,1,1.718,0.011,2.5,33.451
1308,금본G,2019.06.18,15.6,7.4,237,10,1.9,6.1,5.3,2.475,0.065,3.3,43.872
1309,금본G-1,2019.06.18,15.5,7.2,231,11.4,2.1,6.1,5.4,2.369,0.068,3.4,42.847
1310,금본G1,2019.06.18,22.4,7.6,258,10.3,1,5.3,6.3,1.092,0.086,3.1,0.054
1311,금본G2,2019.06.18,23.4,8.1,309,10.1,2,7.4,65,1.961,0.154,5.1,1.04
1312,무심A,2019.06.18,19.7,7.7,188,8.1,4.4,7,15.8,1.953,0.095,4.4,5.309
1313,무심A1,2019.06.18,22.9,7.4,272,9.7,5,11.7,19.7,1.332,0.163,7.6,0.45
1314,미호A,2019.06.18,23.7,9.3,391,8.7,11.1,17.8,38.8,1.532,0.194,10.8,0.458
1315,미호A1,2019.06.18,22.4,8,457,8.8,7.5,12.8,28,2.756,0.228,8,0.391
1316,미호A2,2019.06.18,23.1,7.7,324,8.8,4.5,8.9,41.3,2.764,0.234,6.4,1.38
